"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"ATP6V0A4";0,00729852863803817;-2,20769456402887;0;0,542;1;"4";"ATP6V0A4"
"LIX1L";0,00729852863803817;-2,24198541276041;0;0,542;1;"4";"LIX1L"
"TNIK";0,00729852863803817;-2,24890571549841;0;0,542;1;"4";"TNIK"
"PEPD";0,00730710616313121;-2,21696193970877;0;0,542;1;"4";"PEPD"
"SFMBT1";0,00730710616313121;-2,23194420928025;0;0,542;1;"4";"SFMBT1"
"STEAP3";0,00730710616313121;-2,23817934838641;0;0,5;1;"4";"STEAP3"
"MIF";0,00731545152046389;-1,72186095249982;0,25;0,708;1;"4";"MIF"
"FIGLA";0,00733287036095779;-2,27854076631655;0;0,625;1;"4";"FIGLA"
"SIDT2";0,00734146896456578;-2,31780367946838;0;0,625;1;"4";"SIDT2"
"DBNDD2";0,00744782727001153;-1,59448689700969;0,25;0,667;1;"4";"DBNDD2"
"CTSL";0,00750584210527921;-2,31780367946838;0;0,583;1;"4";"CTSL"
"BBIP1";0,00753196913933845;-2,26567012334367;0;0,5;1;"4";"BBIP1"
"ACOT1";0,00754068864346123;-2,20769456402887;0;0,583;1;"4";"ACOT1"
"SMARCE1";0,00754068864346123;-2,24890571549841;0;0,583;1;"4";"SMARCE1"
"APOL2";0,00754068864346123;-2,30528009156764;0;0,583;1;"4";"APOL2"
"UNK";0,00754941339230817;-2,23817934838641;0;0,5;1;"4";"UNK"
"POMP";0,00756892432707183;-1,17126160647619;0,5;0,833;1;"4";"POMP"
"MINPP1";0,00769853559119345;-2,38766391744088;0;0,625;1;"4";"MINPP1"
"DPH3";0,00782247647280477;-2,30528009156764;0;0,583;1;"4";"DPH3"
"HABP4";0,00783136851650702;-2,31190402774489;0;0,542;1;"4";"HABP4"
"PEX14";0,00785807590882573;-2,24890571549841;0;0,542;1;"4";"PEX14"
"TKT";0,00785807590882573;-2,34028522103389;0;0,583;1;"4";"TKT"
"XAGE2";0,00793590445766598;-1,62038926578845;0,25;0,75;1;"4";"XAGE2"
"ZNF318";0,00801030227193254;-2,37792447929545;0;0,625;1;"4";"ZNF318"
"TRAPPC1";0,00802662190204569;-1,56959006239089;0,25;0,708;1;"4";"TRAPPC1"
"TAS2R45";0,00807341994016616;-2,3279561055368;0;0,583;1;"4";"TAS2R45"
"GPNMB.1";0,00808029930144686;-1,95489239014918;0,25;0,792;1;"4";"GPNMB"
"DIRAS3";0,00820781763122868;-1,56746348940699;0,25;0,667;1;"4";"DIRAS3"
"PLEKHG4";0,00830870711631669;-1,55238748763985;0,25;0,75;1;"4";"PLEKHG4"
"UBE2D3";0,00834539836437187;-1,60235250595433;0,25;0,667;1;"4";"UBE2D3"
"TMED4";0,00834539836437187;-1,72979735611664;0,25;0,667;1;"4";"TMED4"
"RGP1";0,00850679220155811;-1,40528134214994;0,25;0,583;1;"4";"RGP1"
"SPINK1";0,00865504094477585;-1,57904980760409;0,25;0,708;1;"4";"SPINK1"
"DAD1";0,00865504094477585;-1,59385116112654;0,25;0,708;1;"4";"DAD1"
"IMPDH2";0,00875568909475398;-1,46729204020174;0,25;0,667;1;"4";"IMPDH2"
"CLSTN1";0,00875568909475398;-1,48597283136418;0,25;0,667;1;"4";"CLSTN1"
"PFDN2";0,00880347139517193;-1,71078434433129;0,25;0,75;1;"4";"PFDN2"
"NEPRO.1";0,00887097608785792;-2,24890571549841;0;0,625;1;"4";"NEPRO"
"ASAH1.1";0,0089359292506809;-1,58313789163775;0,5;0,833;1;"4";"ASAH1"
"PDPK1";0,009029405251119;-1,57904980760409;0,25;0,708;1;"4";"PDPK1"
"HSPB1.1";0,00914641820921539;0,328488625302429;1;1;1;"4";"HSPB1"
"SERPINE1";0,00917501657181345;-1,68511551410939;0,25;0,708;1;"4";"SERPINE1"
"PDPN";0,00919429118477061;-1,60585905467744;0,25;0,75;1;"4";"PDPN"
"MPPE1";0,0093821718650357;-1,46139238847825;0,25;0,625;1;"4";"MPPE1"
"SETX";0,00939328240318602;-1,47744446627016;0,25;0,625;1;"4";"SETX"
"FUZ";0,00950219812969138;-2,07648894908208;0;0,5;1;"4";"FUZ"
"RPN2";0,00957851784073126;-1,51540255111997;0,25;0,667;1;"4";"RPN2"
"CEBPG";0,00962680578418171;-1,67768956299149;0,25;0,708;1;"4";"CEBPG"
"MBNL2";0,00977614934920277;-1,50902254974963;0,25;0,583;1;"4";"MBNL2"
"AGGF1";0,00978614721108103;-1,50619053217093;0,25;0,625;1;"4";"AGGF1"
"IGKC";0,00982520935118565;-1,92156238406841;0,25;0,75;1;"4";"IGKC"
"ANKRD61";0,00986462177637246;-2,31190402774489;0;0,667;1;"4";"ANKRD61"
"EIF3G";0,00999382464033148;-1,60913151461108;0,25;0,708;1;"4";"EIF3G"
