"","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"MAP3K5",1.28639206937704,5.5183930244211,5.08471759367541,7.8178337714574e-05,0.0230793019578785,3.9499168790269
"FOLR2",2.78736894067455,3.9714048201946,4.7506432291976,7.84697505594543e-05,0.0230793019578785,3.949026239866
"COL8A2",2.66490055852301,4.28885482492446,4.78257992770012,7.86302804966845e-05,0.0230793019578785,3.94853695032582
"TPD52",-0.825105488084087,6.43838028571385,-5.104767903496,7.91408090892077e-05,0.0230793019578785,-3.94698713071476
"MUC1",4.11914936646636,1.81596926565225,4.92631665883543,7.9936817864682e-05,0.0230793019578785,3.94458943036014
"GPBP1L1",-0.53092126670655,5.66094702539719,-4.89055624221733,8.16151495018966e-05,0.0231575950922881,-3.93960713501804
"DAB2",2.43037501905439,5.13753068250467,4.69187529064395,8.35860177838697e-05,0.0233148321130363,3.93387858401913
"HMSD",-1.08210070803489,3.46143860750381,-4.66784465619395,8.81339223607909e-05,0.0237267005745411,-3.92113211677012
"GADD45A",1.54128031904388,5.48476109591141,5.15326749460601,8.91237309703595e-05,0.0237267005745411,3.91844047759464
"HRH1",3.32185311185786,2.12483455320958,4.81644281926026,8.94401495507961e-05,0.0237267005745411,3.91758597851682
"CLU",1.69442299884355,11.8351319838254,5.1872493502407,9.08295640879925e-05,0.0237267005745411,3.91386730197033
"SORBS1",1.33431378401511,7.57313595052369,5.03510342323041,0.000101248916275893,0.0260352096117557,3.88757929604467
"S100A10",3.55222087276786,8.35988230200639,5.25774229821327,0.000108679285566448,0.0272486549350316,3.87034983192891
"LPCAT1",1.2931582668965,4.39351167806711,4.61943732271139,0.000109279408501676,0.0272486549350316,3.86900721557939
"PDGFC",1.43097289688272,4.08716538103638,4.74888840916985,0.000124385120661897,0.0301541098900002,3.8373184662018
"PLEKHA2",1.21398614040732,5.37775541472706,4.84843889231735,0.000124596188401289,0.0301541098900002,3.83690195120277
"ACSM5",2.04760356819745,3.6232764907592,4.98172093561849,0.000130264637018056,0.0308420293596877,3.82595774061105
"ANO6",1.7776943878678,5.76219040205377,5.02256786504782,0.000131988022171311,0.0308420293596877,3.82271926386775
"SRGAP2C",-0.572719673772542,5.7632262188184,-4.50079744951227,0.000135908840040407,0.0308420293596877,-3.81549748565484
"STEAP1",2.26709597851401,-0.432775018855025,4.49934990278522,0.000136419729462136,0.0308420293596877,3.81457096917019
"CENPS",2.32018859661379,1.97910905124166,4.72338037924203,0.000136809147673161,0.0308420293596877,3.81386693790542
"DHRS4",2.20017247588843,2.30621754448152,4.66126951081863,0.000142446990086308,0.0316790556195997,3.80388037332118
"BBOX1",1.74299445352346,5.27471407447528,5.62906537205045,0.000149240092696082,0.0327472560733256,3.7923305315074
"MRPL19",-0.888402182245615,4.91101354421488,-4.45276265609527,0.000153925570632351,0.0333309620512711,-3.78464915459311
"SMIM5",-1.38556151395381,3.99800210187169,-4.53535560953958,0.000156760897208941,0.0335040790307473,-3.78010712500922
"NPL",2.16239648292609,5.23031715419978,4.89120742851463,0.000161221556922964,0.0340156815677079,3.77311557430858
"ADGRD1",3.04228661454543,2.15613615376628,4.64816167179273,0.000164450364647998,0.0341048097150074,3.76816747126325
"CNGA3",5.04783580972836,1.33165823838157,4.46597001542533,0.000165788708586048,0.0341048097150074,3.76614322682121
"POLR2D",-0.635784346039992,4.71733254763614,-4.85232444170566,0.000170592245282571,0.0344211854704048,-3.75900233591395
"LRP1",1.48820570106746,7.47526472230697,5.25103637419069,0.000173067658120108,0.0344211854704048,3.75539594028664
"SOD2_ENSG00000112096",2.14870411664928,7.44503524876118,5.20662165543949,0.000173601409372522,0.0344211854704048,3.75462468696065
"RNASEH2B",0.770589274233654,5.0071881599704,4.80604163630446,0.000176189985471585,0.0345185546536414,3.75091562703344
"NEK6",2.18542132083674,4.62666926393026,4.80525084442205,0.000183796188897298,0.0355851044786216,3.7403062340169
"GLIS3",2.42482304817481,4.45359049934231,4.59096610793197,0.000190803423794438,0.036236908868933,3.73089145431077
"MMEL1",4.14000872583418,0.602306847985606,4.58799395586146,0.000191566571768681,0.036236908868933,3.72988580655464
"SHISA9",2.83836052556287,3.5214870993246,4.38388469217284,0.000195343408314935,0.0365314371663509,3.72496359821099
"FAM20A",3.78013433934213,1.20349356735235,4.40791856954605,0.000202343159925148,0.0374152964369456,3.71607297977689
"GNB4",1.46404358024564,5.85818164287595,4.44536808645871,0.000213195334544018,0.0380926402483371,3.70284477715227
"C18orf32",-1.07838324544389,6.17528813686197,-4.76373159666629,0.000216499898678425,0.0380926402483371,-3.69894219316443
"SMS",1.46165252883328,5.4185141763717,4.79158846153986,0.000216738046770715,0.0380926402483371,3.69866311294027
"HK1",1.55535752675488,5.32869460784514,4.8664640585744,0.000216853395143797,0.0380926402483371,3.69852804234525
"EMP3",2.65865852038997,5.73490958516747,5.13242962725659,0.000218030549196839,0.0380926402483371,3.69715346280223
"FSIP1",2.09243024951364,0.702157863989435,4.31306388623501,0.000221001968141437,0.0380926402483371,3.69371444643342
"HECTD2",1.16520260330249,3.45253712294943,4.31095829754419,0.000222208997012843,0.0380926402483371,3.69232985758732
"FAM213B",1.44740076675709,4.684780646246,4.63702774859619,0.000228130796765599,0.0387046239419739,3.68563758571246
"APLP2",0.967225390014465,7.80177946853339,4.73504052345401,0.000235722631039293,0.0395845646838127,3.67729256177329
"GNPTAB",0.709476873771305,5.60555775912658,4.26753055411672,0.000248617957334019,0.0413283406449086,3.66367938303103
"WWTR1",1.89490299875675,6.55961012023187,4.44285338233332,0.000251146520808701,0.041331182929488,3.66108795002815
"RAP2B",1.31065198091342,5.04860000928411,4.237023382658,0.000269011932764902,0.0434872539787578,3.64344616993789
"SPAST",-0.588326081403921,5.03126767506799,-4.23380294410048,0.00027125941248795,0.0434872539787578,-3.64130512633079
"B4GALT5",0.82281221127079,4.80719178341211,4.42635706741795,0.000272300768342671,0.0434872539787578,3.6403187182411
"MAML2",1.27004131645308,4.54728972134082,4.391656567778,0.000276541786103198,0.0434872539787578,3.63633766156919
"CD14",2.01194335992279,5.5979195168039,5.0440502094728,0.000277460148737289,0.0434872539787578,3.63548313273256
"AKAP12",1.63361281464605,5.40098547923999,4.29442384126236,0.000280486847872535,0.0435469061833803,3.63268545678192
"PDE1C",-1.06247944175179,6.25947650093276,-4.46147422344906,0.000290748797382587,0.0447182519488339,-3.62340608975643
"SCLY",-1.6916026861029,1.51710709446131,-4.51024130478721,0.00030867138929348,0.0461596994371235,-3.60791179101857
"HSD11B1",-2.05729596039488,2.87688145826935,-4.82397615982134,0.000310377387009811,0.0461596994371235,-3.60648115607938
"ANXA2",2.61042712981604,6.86456625451017,4.55353565318256,0.000315402080776038,0.0461596994371235,3.60230986587405
"CD276",1.63468502258888,3.43781754270587,4.46462396119055,0.000315805790444274,0.0461596994371235,3.60197742852359
"SLC25A43",1.70146961612878,3.0548745823523,4.27839234679503,0.000319742114192751,0.0461596994371235,3.59875672546506
"CCDC28A",0.846617927693055,5.04741186220047,4.48394211925288,0.000320083343107704,0.0461596994371235,3.59847928250532
"NLRC4",3.39689198898061,0.992644176618772,4.34282036005637,0.000320750526487391,0.0461596994371235,3.59793761471117
"DUOX1",-1.49469089634343,1.15880739976817,-4.16670885529026,0.000322559727487951,0.0461596994371235,-3.59647406433882
"UBE2G1",-0.7001865082243,6.01210755719315,-4.59206298620798,0.000328494354038145,0.046603720555222,-3.59172661444431
"RHOQ",0.803622681065472,6.79827637254589,4.46547146416344,0.000345714972332826,0.0481521484048793,3.57839177161199
"NUDT4",1.69064299183151,6.10680717955268,4.45306317539675,0.00034582260367671,0.0481521484048793,3.57831039839254
"PLAU",3.39151878397388,2.36923006435405,4.40700751123803,0.000348186526109293,0.0481521484048793,3.57652913498056
"SRSF11",-0.641825764057944,7.03200865533706,-4.14203007230676,0.000361322250301292,0.0495523356100697,-3.56683251348233
"IQGAP2",3.05054976390928,2.91341379529192,4.11739184927537,0.000366296551278033,0.0497259479776487,3.56324640428941
"DSC2",1.77412303737665,3.02848328144937,4.13974790324012,0.0003691593874768,0.0497259479776487,3.56120309756369
"AC079315.1",3.18880047262808,1.14962320838181,4.41780331136312,0.000371652889424002,0.0497259479776487,3.55943543283078
"SLC25A28",-0.869055091913421,4.85703892422506,-4.40031596613203,0.000385139582110053,0.0511148556676222,-3.5500625828766
"ARMC1",-0.73737528082374,5.44765737348059,-4.34017756017439,0.000388350650946851,0.0511286933010586,-3.54787624145919
"PPA1",-1.06428766840975,7.49030222863692,-4.90178561962351,0.000393942754651428,0.0514533008991949,-3.54410872461174
"CTSB",1.8587102474089,8.8748301431651,4.45909643618464,0.00041420125298003,0.0526788604345745,3.53086617564993
"PLA2G15",1.75861283851169,4.43882326073293,4.40687470742156,0.000415981340034489,0.0526788604345745,3.52973166324512
"DCLK1",2.2801020688329,7.28696693739258,5.28581856655309,0.00041691413624252,0.0526788604345745,3.52913896851296
"ALKAL2",3.3935567568235,1.95161981822674,4.1085565389097,0.000423401133260386,0.0526788604345745,3.52505108447762
"RRAS2",1.8930207773187,3.79020694327698,4.10087575355738,0.000424338306239886,0.0526788604345745,3.52446535149006
"SEC61A2",-1.00314514149484,4.71692197508958,-4.89893921475678,0.000425164850294125,0.0526788604345745,-3.52394976316946
"DOK3",2.93549885839132,2.24065913463531,4.12800721165552,0.000427908498351598,0.0526788604345745,3.52224499232273
"MSR1",4.15435493787119,4.99171532986458,4.21384780685412,0.000429123576692897,0.0526788604345745,3.52149325969864
"FZD7",2.10174381368574,3.67098002250395,4.2958691554047,0.000432421504928474,0.0526788604345745,3.51946290289898
"TTC39C",1.91780615976376,1.81849828564226,4.0676465647616,0.000437560966034135,0.0526788604345745,3.51632745233294
"PPARD",-0.927963220341857,3.59980254595028,-4.2941146793297,0.000438537028591888,0.0526788604345745,-3.515735869384
"DNPEP",1.13109945300829,3.55880847755146,4.1313002273529,0.000451896223461244,0.0538902619529109,3.50776018042408
"CADM3",2.95446952947832,4.70951988649427,4.07849715306977,0.000458391598672543,0.0542715866140578,3.50396151483546
"VWA5A",1.47526124246557,4.18936967232925,4.24448755237286,0.000466943539232666,0.0545459066469143,3.49903599568314
"PPP1R3E",-1.3035413285943,4.36665354340785,-4.75013059054541,0.000469002938556234,0.0545459066469143,-3.49786245749951
"FRMD3",2.86227350445817,3.48655668918078,4.21252935590651,0.000473238361037339,0.0545459066469143,3.49546395817651
"FAM89A",1.42716720786602,4.17290297628022,4.1529924613957,0.000476313448502695,0.0545459066469143,3.49373506590681
"SLC39A10",0.881568470116301,5.18322829920864,4.05969071969577,0.000477280826223227,0.0545459066469143,3.4931933341177
"LTA4H",1.19277414552097,5.71102535757549,4.17760882389289,0.000494712825554521,0.0556602283318704,3.48360294351642
"TLR2",2.2892905680532,3.83736590712867,4.17421544267034,0.000498281429176214,0.0556602283318704,3.48167856696018
"STAT5A",1.29453414987494,3.86560547011381,3.9976071426647,0.000498497632913664,0.0556602283318704,3.4815623919409
"NOTCH2",1.32650555835372,5.92223224750544,4.88864669257358,0.000502397440005352,0.0556602283318704,3.47947489407355
"CP",3.19118319594139,6.92108776612919,4.87096593956981,0.000507350666996113,0.0556602283318704,3.47684519137109
"AC008443.5",-1.5011983457907,3.73551857496344,-3.99255861470752,0.000507623809570297,0.0556602283318704,-3.47670087537171
"NINJ1",1.69537552404372,6.09300095999828,4.53297552706232,0.000510991266813706,0.0556602283318704,3.4749275884515
"PNPT1",-1.01976190877167,4.63915898969141,-4.25210457397993,0.000514088515916892,0.0556602283318704,-3.47330618312186
"TSEN54",-0.787035811350798,3.45860842935597,-4.28101421029675,0.000528941860179681,0.0563201761369563,-3.46565483622767
"C1RL",2.4369197522237,2.96473300908554,4.06413423399296,0.000529970506120427,0.0563201761369563,3.46513239578026
"PLEC",1.38423255782506,6.99988344222501,4.79574210950072,0.000530450707980083,0.0563201761369563,3.4648888288251
"ZDHHC2",0.739896147972466,6.32456826728618,3.99221812316397,0.00053482126893781,0.0563286140784166,3.46268139899725
"ANOS1",2.33659151591276,5.43339808920648,4.77352130967186,0.000539880340522363,0.0563286140784166,3.46014711676856
"SH3YL1",-0.665816607481047,5.31477896315072,-4.62236471325657,0.000540798506677391,0.0563286140784166,-3.45968954589907
"TMEM221",3.25373679001637,1.27270527813584,3.98214240214092,0.000569608620073958,0.0589562833997304,3.44568751489628
"FLNA",1.70035727373737,6.71362205252836,4.18740175787128,0.00057612145877428,0.0592576927940521,3.44261377800798
"SNCAIP",1.74006861336674,2.93199771197374,4.05423652589389,0.000594601740648273,0.0596071324235912,3.43406493289032
"ADAMTSL4",1.77948154899043,1.29802253049076,3.92780584208263,0.000596240344898758,0.0596071324235912,3.43331891019594
"TSTD1",2.65247304383972,4.01547821433594,4.43792666963848,0.000596771408835961,0.0596071324235912,3.43307753718695
"HS6ST1",0.814640942958415,5.86475968406669,4.89541385854296,0.000597530925166662,0.0596071324235912,3.43273267786115
"LINC00294",-0.76605778493531,4.03236065521146,-4.07549693305725,0.000601342578103908,0.0596071324235912,-3.43100812999487
"ZHX2",-1.00800545444472,4.71196651294875,-4.26310098543797,0.000604187035486742,0.0596071324235912,-3.42972779745075
"CD84",1.98559199098453,4.69728978600516,4.02598365940811,0.00060487276628424,0.0596071324235912,3.42941997914698
"GPNMB",5.06385582716634,7.51379798638877,4.14849959519015,0.000611278421571368,0.0596575053203571,3.42656012237818
"ANXA11",1.69928616150172,5.91486102182663,4.57151518217697,0.000612634040173807,0.0596575053203571,3.42595847263089
"PLCD1",1.61478464067225,4.62796210750452,4.32839669340967,0.000624726067435862,0.059992041895775,3.42064593936063
"OSMR",1.91409787048319,4.1240180262801,4.00579136622995,0.00062683908653121,0.059992041895775,3.41972743446108
"GNG12",1.60948395517433,6.18850848974726,4.70823480490721,0.000627348890578116,0.059992041895775,3.41950625991904
"FAM241A",-1.31458864805039,3.37116183668866,-4.58472139469925,0.00063803151154158,0.059992041895775,-3.41490973696379
"SERPING1",2.40468637974923,6.19012390731582,4.4400215249957,0.000638191275389713,0.059992041895775,3.41484153859421
"CCDC86",-0.861904071383958,3.43170800941692,-3.89956378888455,0.000640956824555363,0.059992041895775,-3.41366351884409
"TC2N",3.92077579926585,2.60498699797374,3.89688651029883,0.000646938089525155,0.059992041895775,3.41113181072398
"PET117",-1.03566151103612,3.84978049523737,-3.98671893733601,0.000653359550224436,0.059992041895775,-3.40843789754161
"FLOT2",0.913034780893964,5.4085527529841,4.15679391610339,0.000654823712885398,0.059992041895775,3.40782710444176
"PRH1",-1.86350566259853,1.52888929397673,-4.40246902548673,0.000660790807959836,0.059992041895775,-3.40535092224051
"MSH6",-0.836932105091235,5.02457512855541,-4.70042474328424,0.000661627019454257,0.059992041895775,-3.40500557961344
"NAAA",1.40234805475293,3.74000350637173,4.64159526583752,0.00066450369930709,0.059992041895775,3.40382064620684
"WLS",2.00696928551441,7.08381613092356,5.03111551674465,0.000664544898583941,0.059992041895775,3.40380371047923
"PHKA1",1.83034078272569,3.2063512317326,3.95484786904182,0.00066710479837922,0.059992041895775,3.40275332624015
"CXorf36",-1.37921883522979,3.39944613812314,-4.09948208448438,0.000671433514691323,0.0600531595177994,-3.40098565367766
"TMX4",0.961192964592385,6.4016082575554,4.60656020588282,0.00067857468772788,0.0603638034375012,3.39809251362363
"CMTM3",1.59501521470794,5.2570454320047,4.32868017436935,0.000683285630378978,0.0604560839739078,3.39619940007857
"H2AFJ",-0.819030446763256,5.80784899054241,-4.66808251851792,0.000694322680063012,0.0611041088010534,-3.39181119019891
"S100A6",2.78101604366621,9.26434425874989,4.40350777761152,0.000698292687562566,0.0611266104213678,3.39024859994431
"IGLC2",5.78565897646807,7.50480996511355,4.72318232312373,0.000712477546094425,0.0620383226247405,3.38473210147023
"TMOD2",0.747468455054289,6.78174892579303,4.27580454888491,0.000728831995107876,0.063128358649949,3.37849710628778
"KCNJ10",-0.694436642059694,6.86976266925088,-3.87112367428248,0.000743499707664762,0.0637528341299281,-3.37301474585413
"AGPAT2",1.77021316089036,3.60473749451724,4.11975989845239,0.000746310081428995,0.0637528341299281,3.37197579099829
"LINC00900",2.4360417739078,1.47043390444825,4.02479710984865,0.000752535372817479,0.0637528341299281,3.36968726792579
"LGMN",1.55894627258589,5.89859160258199,4.05241325262788,0.000754055076713821,0.0637528341299281,3.3691312691238
"SLC47A1",3.15878859014909,2.64223451196479,3.94315750407447,0.000756864041263352,0.0637528341299281,3.36810631502328
"PRCP",1.19575528504856,5.93113369926618,4.35543985092863,0.000764159737558817,0.0637528341299281,3.36546062172755
"TTC14",-0.920433357006532,5.3409248538831,-3.84351550371785,0.000769610496489527,0.0637528341299281,-3.36349923474809
"TMEM38B",-0.719249673308476,4.80051975576583,-4.16637363961443,0.000770435311646229,0.0637528341299281,-3.36320355951835
"PYGL",1.2530306448048,3.86800588148362,3.82733114598678,0.000770906847654839,0.0637528341299281,3.36303465786706
"MTO1",-0.703967422861178,4.23208857483269,-3.81982529154078,0.00078581322840687,0.0646606414994593,-3.35774410984846
"ST5",1.07931442254328,4.76881277339488,4.37676408581077,0.000795492501155418,0.0651314432413668,3.35435841896954
"SPTSSB",2.6674523710202,1.99077037954717,4.01386262437917,0.000806624596499348,0.0652570016655072,3.35051150119537
"YIF1B",-0.950767709321943,4.88671143578209,-3.80959636803698,0.000807001848173366,0.0652570016655072,-3.35038199932621
"TMEM37",2.07591661866365,1.98752803110183,4.07443043183476,0.000808921938370509,0.0652570016655072,3.34972374560282
"RILPL2",1.1727781035151,3.95943199088508,3.94382331044906,0.000816168785660673,0.065520437588379,3.34725234241178
"PTPN9",1.53601160919992,4.09071317863845,4.13693377929238,0.000821611656661882,0.0656371991926436,3.34540950466955
"LOXL1",3.41951756374348,1.09120292482179,4.40614094630479,0.000827333425734994,0.0657750057358493,3.34348440977612
"SH3BP2",1.29828969288576,4.97267177008814,4.03514771667912,0.000847321618795479,0.0662700711359901,3.33685493260723
"LINC01445",-1.39863530726753,3.08772754419149,-4.44330817488764,0.000848661850999624,0.0662700711359901,-3.33641562421812
"NR2F1-AS1",1.3246884101032,4.88850884153171,4.09961312297023,0.000854586663140948,0.0662700711359901,3.33448123507398
"AL355974.2",2.89312862253309,3.98829832224892,3.89736457806642,0.000859860693075313,0.0662700711359901,3.33276975408317
"LAYN",-1.43303070498633,4.25881021359261,-4.48716822003874,0.000860388956826627,0.0662700711359901,-3.33259886339524
"CNN3",1.33747672017777,8.23232788685622,4.07111139468513,0.000861491431282949,0.0662700711359901,3.33224253159821
"WDR60",-1.1281139038591,4.29772088302117,-3.78388840425645,0.00086174850963735,0.0662700711359901,-3.33215950186309
"SYT15",-1.98744801193681,1.90159844231615,-3.95188417844674,0.00087005815044155,0.0665053409864086,-3.32948799448025
"MTERF3",-0.91470715476622,3.36463273163048,-3.82616508962084,0.000872890177618294,0.0665053409864086,-3.32858291540962
"SNRNP35",-0.78742719326197,4.37301835380907,-3.79107622254343,0.000877563728920483,0.066553300861034,-3.32709524583641
"KCNT2",2.09236799108882,1.47273003079866,3.77309453761981,0.000885201039780492,0.0668245573929704,3.32467989812123
"C1R",2.80736594129859,5.52224961263401,4.05746713191185,0.000899871473821903,0.0671200806318783,3.32009398631548
"LRCH1",1.54639439541182,3.30712071653059,4.00237674767513,0.000901260541668466,0.0671200806318783,3.31966336830977
"INHBB",2.32107015962676,3.70779518258568,4.16557653522424,0.000901351268131804,0.0671200806318783,3.31963526405594
"MYOZ1",1.95300425112711,1.88242605310366,4.10721689299005,0.000906976856757873,0.0672347663588483,3.31789773167486
"BRSK1",-0.795374746244989,4.81003286462454,-3.76159645500875,0.000911489385796688,0.067266281713256,-3.31651118570407
"TNFSF12",1.29324198847065,5.28094215172995,4.13417841043335,0.000930175912337364,0.0680902803898711,3.31083634579589
"MFHAS1",1.63341400044493,3.9594761496098,3.97235789417931,0.000930929883193838,0.0680902803898711,3.31060959920187
"SLCO1C1",1.72740696644917,4.62831010505742,4.99309846709444,0.00093847569199561,0.0682178938189528,3.30834962389115
"CFI",3.30208109614278,3.60556778571017,4.002906704199,0.000940965054195922,0.0682178938189528,3.30760775008611
"LDLRAP1",-1.20103430279745,5.23177220629592,-4.35310512835103,0.000951908678480225,0.0682818721014616,-3.3043677728639
"AL133325.3",-1.70197654697174,2.27309446274542,-3.89855735185931,0.000954209879221781,0.0682818721014616,-3.30369087046816
"LAMB2",1.17442950157752,5.21023239851542,4.00764858476752,0.000954294864394249,0.0682818721014616,3.30366590088748
"MYH7B",-1.44933703355731,2.74616795589536,-3.84686816388596,0.000960936606050774,0.0684594533583446,-3.30172082602683
"KCNMA1",1.68989207884775,5.70835649422907,4.44273268201109,0.00096695852319875,0.0685915362770769,3.29996800342533
"AHNAK2",2.55394464644623,3.63499143421036,4.0072872482426,0.00097694062123285,0.0688414906148531,3.297084621571
"GPC4",1.01377555114556,4.31834012171779,3.8550865490355,0.000978848441628221,0.0688414906148531,3.29653664483091
"SYPL1",-0.664666877298561,7.5009804599006,-3.89594638806199,0.00100227387259934,0.0699570233142528,-3.28988766579618
"CLCF1",3.11474675824765,0.661912654560661,3.88494506136259,0.00100321185526911,0.0699570233142528,3.2896244392744
"C2orf40",2.33288277991583,4.46205225371179,4.30385480365933,0.00101278449810373,0.070132952842907,3.28695101389607
"DTNA",1.39696877408034,8.87855019027089,3.93422426010011,0.00101425793137339,0.070132952842907,3.28654159568466
